cardboardbox2.mesh, 40, 0, -1029.9, -526.899, 10.6076, 1, 0, 0, 0
cardboardbox4.mesh, 40, 0, -1028.84, -527.719, 10.6076, 1, 0, 0, 0
cardboardbox.mesh, 40, 0, -1028.37, -526.136, 10.6076, 1, 0, 0, 0
lamppost1.mesh, 59, 0, -1040.57, -574.08, 13.4929, 0.707107, 0, 0, -0.707107
papermachn01.mesh, 40, 0, -993.914, -560.794, 10.5315, 0.707107, 0, 0, -0.707107
veg_palwee03.mesh, 180, 0, -1115.29, -435.019, 9.68846, 1, 0, 0, 0
veg_palm04.mesh, 220, 0, -1237.12, -459.932, 7.66091, 1, 0, 0, 0
veg_palm02.mesh, 180, 0, -1116.39, -433.117, 6.98087, 1, 0, 0, 0
veg_palwee01.mesh, 180, 0, -1111.86, -459.158, 10.0392, 1, 0, 0, 0
veg_palwee02.mesh, 180, 0, -1111.38, -459.06, 7.21776, 1, 0, 0, 0
veg_palwee01.mesh, 180, 0, -785.023, -886.485, 10.0312, 0.399504, 0, 0, -0.916732
veg_palwee01.mesh, 180, 0, -781.792, -871.213, 10.0312, 0.967752, 0, 0, 0.251905
veg_palm01.mesh, 220, 0, -780.25, -862.318, 10.0312, 0.69726, 0, 0, -0.716818
veg_palm01.mesh, 220, 0, -779.546, -848.969, 9.54504, -0.0546704, 0, 0, -0.998504
veg_palwee02.mesh, 180, 0, -780.315, -837.15, 9.07554, 0.367452, 0, 0, -0.930042
veg_palwee01.mesh, 180, 0, -780.334, -827.235, 10.0312, 0.626932, 0, 0, -0.779074
veg_palm03.mesh, 220, 0, -780.64, -819.203, 10.0312, 0.436948, 0, 0, -0.899487
veg_palwee02.mesh, 180, 0, -781.752, -806.779, 9.16577, 0.71491, 0, 0, -0.699216
veg_palwee01.mesh, 180, 0, -779.994, -796.84, 8.93779, 0.743698, 0, 0, -0.668515
veg_palwee03.mesh, 180, 0, -779.416, -786.492, 9.62961, 0.197681, 0, 0, -0.980266
veg_palm01.mesh, 220, 0, -780.889, -768.899, 9.22334, 0.836801, 0, 0, 0.547508
veg_palm01.mesh, 220, 0, -781.196, -756.715, 9.83505, -0.257329, 0, 0, -0.966324
veg_palwee02.mesh, 180, 0, -781.47, -749.169, 9.44247, 0.638661, 0, 0, 0.769488
veg_palwee02.mesh, 180, 0, -782.808, -730.11, 9.21556, 1, 3.71831e-08, 9.82531e-09, 2.64698e-23
veg_palm04.mesh, 220, 0, -783.882, -718.615, 9.41118, 0.298036, 0, 0, -0.954555
veg_palm03.mesh, 220, 0, -786.83, -711.308, 10.0312, 0.851949, 0, 0, -0.523624
veg_palwee02.mesh, 180, 0, -788.662, -704.596, 10.0312, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -788.74, -702.193, 9.71165, 0.987437, 0, 0, 0.158011
veg_palm03.mesh, 220, 0, -789.254, -683.547, 10.0312, 0.594829, 0, 0, -0.803852
veg_palm02.mesh, 180, 0, -791.634, -669.065, 10.0312, 0.919599, 0, 0, 0.392857
veg_palwee03.mesh, 180, 0, -790.219, -659.764, 9.75931, 0.684856, 0, 0, -0.728679
veg_palwee01.mesh, 180, 0, -793.588, -643.054, 10.0312, -0.276455, 0, 0, -0.961027
veg_palm01.mesh, 220, 0, -796.92, -622.396, 9.41542, 0.853202, 0, 0, 0.521581
veg_palwee01.mesh, 180, 0, -796.323, -607.529, 9.87685, 0.819996, 0, 0, 0.572369
veg_palm02.mesh, 180, 0, -801.27, -591.208, 10.0312, 0.831033, 0, 0, -0.556223
veg_palwee02.mesh, 180, 0, -802.954, -571.056, 9.06061, 0.715848, 0, 0, 0.698256
veg_palm03.mesh, 220, 0, -804.505, -555.457, 9.80463, 0.959946, 0, 0, -0.280185
veg_palwee01.mesh, 180, 0, -812.027, -483.845, 10.0312, -0.224577, 0, 0, -0.974456
veg_palm04.mesh, 220, 0, -820.085, -457.354, 10.0312, 0.420404, 0, 0, -0.907337
veg_palm03.mesh, 220, 0, -821.072, -435.117, 10.0312, -0.402315, 0, 0, -0.915501
veg_palm04.mesh, 220, 0, -822.937, -417.637, 10.0312, 0.993289, 0, 0, -0.115656
veg_palm04.mesh, 220, 0, -822.872, -378.167, 10.0312, 0.90101, 0, 0, -0.433797
veg_palm02.mesh, 180, 0, -814.937, -388.726, 10.0312, 0.740485, 0, 0, 0.672073
veg_palm02.mesh, 180, 0, -814.791, -371.31, 10.0312, 0.583674, 0, 0, -0.811988
veg_palm01.mesh, 220, 0, -819.911, -311.634, 10.0312, 0.921211, 0, 0, -0.389063
miamiland037.mesh, 150, 0, -1115.29, -635.936, 17.5758, 1, 0, 0, 0
lhroadc4.mesh, 149.5, 0, -1136.35, -345.118, 9.80519, 1, 0, 0, 0
miamiland039.mesh, 149.5, 0, -1028.92, -419.11, 9.837, 1, 0, 0, 0
littlehacoast02.mesh, 150, 0, -896.363, -572.083, 18.5347, 1, 0, 0, 0
lh_buildingg1.mesh, 140, 0, -1038.19, -534.057, 18.0491, 1, 0, 0, 0
veg_palwee02.mesh, 180, 0, -1078.48, -549.259, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1076.16, -567.577, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1030.64, -528.722, 8.77548, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1067.29, -543.437, 9.1353, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1032.31, -543.519, 9.17629, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1027.39, -571.4, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1013.53, -569.857, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -999.074, -567.974, 9.00385, 0.919637, 0, 0, 0.392769
papermachn01.mesh, 40, 0, -993.923, -561.424, 10.5315, 0.707107, 0, 0, -0.707107
papermachn01.mesh, 40, 0, -993.933, -562.055, 10.5315, 0.707107, 0, 0, -0.707107
papermachn01.mesh, 40, 0, -993.943, -562.685, 10.5315, 0.707107, 0, 0, -0.707107
lamppost1.mesh, 59, 0, -1067.76, -577.291, 13.4929, 0.707107, 0, 0, -0.707107
lamppost1.mesh, 59, 0, -1018.4, -571.071, 13.4929, 0.707107, 0, 0, -0.707107
lamppost1.mesh, 59, 0, -996.069, -535.005, 13.4929, 4.21469e-08, 0, 0, -1
lamppost1.mesh, 59, 0, -990.102, -583.903, 13.4929, 4.21469e-08, 0, 0, -1
lamppost1.mesh, 59, 0, -987.291, -604.748, 13.4929, 4.21469e-08, 0, 0, -1
lamppost1.mesh, 59, 0, -1006.2, -580.124, 13.4929, 0.707107, 0, 0, 0.707107
lamppost1.mesh, 59, 0, -1030.32, -582.264, 13.4929, 0.707107, 0, 0, 0.707107
lamppost1.mesh, 59, 0, -1054.88, -585.353, 13.4929, 0.707107, 0, 0, 0.707107
lamppost1.mesh, 59, 0, -1116.69, -593.884, 13.4929, 0.707107, 0, 0, 0.707107
lamppost1.mesh, 59, 0, -1157.21, -600.227, 13.4929, 0.707107, 0, 0, 0.707107
lamppost1.mesh, 59, 0, -1101.7, -579.775, 13.4929, 0.707107, 0, 0, -0.707107
lamppost1.mesh, 59, 0, -1140.87, -585.807, 13.4929, 0.707107, 0, 0, -0.707107
lamppost1.mesh, 59, 0, -1172.23, -587.473, 13.4929, 0.707107, 0, 0, -0.707107
lamppost1.mesh, 59, 0, -1078.93, -556.496, 13.4929, 1, 0, 0, 4.21468e-08
lamppost1.mesh, 59, 0, -1082.46, -531, 13.4929, 1, 0, 0, 4.21468e-08
lamppost1.mesh, 59, 0, -1086.84, -570.509, 13.4929, -1.56454e-09, 0, 0, -1
lamppost1.mesh, 59, 0, -1090.5, -543.116, 13.4929, -1.56454e-09, 0, 0, -1
lamppost1.mesh, 59, 0, -1094.03, -516.851, 13.4929, -1.56454e-09, 0, 0, -1
veg_palwee02.mesh, 180, 0, -1021.88, -527.78, 8.77548, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1014.74, -527.328, 8.77548, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1006.83, -526.471, 8.77548, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1007.87, -500.522, 8.77548, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1015.12, -501.201, 8.77548, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1023.64, -501.491, 8.77548, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1031.84, -502.476, 8.77548, 0.919637, 0, 0, 0.392769
veg_palm03.mesh, 220, 0, -1013.92, -526.191, 10.0312, -0.402315, 0, 0, -0.915501
veg_palwee01.mesh, 180, 0, -1007.73, -500.83, 10.0312, 0.558875, 0, 0, 0.829252
veg_palm04.mesh, 220, 0, -1022.09, -503.813, 9.52393, 0.880872, 0, 0, -0.473354
veg_palm04.mesh, 220, 0, -1053.21, -573.993, 9.52393, 0.880872, 0, 0, -0.473354
telgrphpole02.mesh, 100, 0, -1046.68, -573.944, 9.83644, 1, 8.42937e-08, -2.51215e-15, 1.05879e-22
telgrphpole02.mesh, 100, 0, -1024.12, -582.902, 9.83644, 0.999962, 8.42905e-08, 0.00872654, 7.35592e-10
telgrphpole02.mesh, 100, 0, -1020.57, -607.844, 9.83644, 0.999848, 8.42808e-08, -0.0174524, -1.47113e-09
telgrphpole02.mesh, 100, 0, -1017.76, -628.172, 9.83644, 0.999914, 8.42865e-08, 0.0130896, 1.10337e-09
telgrphpole02.mesh, 100, 0, -1014.8, -647.844, 9.83644, 0.999848, 8.42808e-08, -0.0174524, -1.47113e-09
telgrphpole02.mesh, 100, 0, -1013.07, -659.543, 10.4559, 0.999848, 8.42808e-08, 0.0174524, 1.47113e-09
telgrphpole02.mesh, 100, 0, -1045.3, -585.169, 9.83644, 0.719312, 0.00606202, 0.00627729, 0.694632
telgrphpole02.mesh, 100, 0, -1072.84, -588.647, 9.83644, 0.719312, 0.00606202, 0.00627729, 0.694632
telgrphpole02.mesh, 100, 0, -1111.04, -593.709, 9.83644, 0.718663, 0.031162, 0.0305158, 0.69399
telgrphpole02.mesh, 100, 0, -1145.81, -598.683, 9.83644, 0.718907, 0.0248893, 0.0244585, 0.69423
telgrphpole02.mesh, 100, 0, -1075.34, -541.601, 9.83644, -0.0610462, -0.00871026, -0.000532658, -0.998097
telgrphpole02.mesh, 100, 0, -1080.78, -506.036, 9.83644, -0.0609904, 0.0261281, -0.00266282, -0.997793
telgrphpole02.mesh, 100, 0, -1084.11, -475.375, 9.83644, -0.0609649, 0.0348344, -0.00319495, -0.997527
telgrphpole02.mesh, 100, 0, -1087.91, -447.455, 9.83644, -0.0610462, -0.00871026, -0.000532658, -0.998097
miamiland170.mesh, 100, 0, -1108.5, -540.074, 18.5663, 1, 0, 0, 0
miamiland171.mesh, 100, 0, -1131.46, -361.737, 15.1099, 1, 0, 0, 0
lamppost1.mesh, 59, 0, -1002.05, -485.38, 13.4929, 4.21469e-08, 0, 0, -1
lamppost1.mesh, 59, 0, -1008.7, -425.183, 13.4929, 4.21469e-08, 0, 0, -1
lamppost1.mesh, 59, 0, -1017.56, -366.07, 13.4929, 4.21469e-08, 0, 0, -1
miamiland172.mesh, 130, 0, -1217.21, -348.085, 16.2139, 1, 0, 0, 0
miamiland173.mesh, 130, 0, -1104.11, -320.593, 12.9852, 1, 0, 0, 0
miamiland174.mesh, 149.5, 0, -962.324, -434.157, 15.54, 1, 0, 0, 0
miamiland175.mesh, 149.5, 0, -950.078, -581.941, 22.0519, 1, 0, 0, 0
miamiland176.mesh, 149.5, 0, -1080.18, -553.091, 10.26, 1, 0, 0, 0
miamiland177.mesh, 149.5, 0, -1163.03, -642.361, 10.5855, 1, 0, 0, 0
miamiland178.mesh, 149.5, 0, -1056.84, -676.383, 10.62, 1, 0, 0, 0
miamiland179.mesh, 149.5, 0, -1185.49, -661.411, 16.082, 1, 0, 0, 0
miamiland180.mesh, 130, 0, -1053.93, -694.066, 18.003, 1, 0, 0, 0
havanahouse01.mesh, 70, 0, -1229.8, -394.074, 9.69931, 1, 0, 0, 0
lithavabit01.mesh, 70, 0, -1130.97, -449.901, 12.8333, 1, 0, 0, 0
havanahouse02.mesh, 70, 0, -1118.05, -472.733, 9.69931, 1, 0, 0, 0
havanahouse03.mesh, 70, 0, -1128.41, -390.323, 9.69931, 1, 0, 0, 0
havanahouse04.mesh, 70, 0, -1163.68, -368.232, 9.69931, 1, 0, 0, 0
lithavabit03.mesh, 149.5, 0, -1119.85, -419.484, 11.218, 1, 0, 0, 0
telgrphpole02.mesh, 100, 0, -1104.14, -482.135, 9.83644, 0.997526, -0.000608649, 0.00870528, -0.0697538
telgrphpole02.mesh, 100, 0, -1106.59, -462.05, 9.45848, 0.996197, -0.00486588, -0.0522085, -0.0695866
telgrphpole02.mesh, 100, 0, -1109.03, -441.964, 9.83644, 0.997099, 0.000913168, 0.0304641, -0.0697505
telgrphpole02.mesh, 100, 0, -1111.48, -421.879, 9.83644, 0.997327, -0.00273854, -0.0217617, -0.0697027
telgrphpole02.mesh, 100, 0, -1114.62, -394.303, 9.83644, 0.996795, 0.00152181, 0.0391642, -0.0697399
telgrphpole02.mesh, 100, 0, -1118.39, -359.637, 9.83644, 0.996956, -0.00365069, -0.0348145, -0.0696609
havanahouse06.mesh, 70, 0, -1185.43, -371.432, 9.89419, 1, 0, 0, 0
lithavabit04.mesh, 149.5, 0, -1161.04, -415.884, 11.8554, 1, 0, 0, 0
lithavabit05.mesh, 70, 0, -1173.11, -394.596, 13.0282, 1, 0, 0, 0
lithavabit06.mesh, 70, 0, -1169.2, -422.275, 13.7487, 1, 0, 0, 0
vegetationb.mesh, 149.5, 0, -1174.87, -395.998, 12.1005, 1, 0, 0, 0
lithavabit07.mesh, 70, 0, -1165.86, -449.124, 13.7487, 1, 0, 0, 0
lithavabit08.mesh, 70, 0, -1140.76, -467.113, 13.7487, 1, 0, 0, 0
havanahouse07.mesh, 70, 0, -1168.74, -474.415, 9.69931, 1, 0, 0, 0
havbit01.mesh, 149.5, 0, -1158.16, -462.008, 11.0092, 1, 0, 0, 0
veg_palm02.mesh, 180, 0, -1162.33, -485.645, 6.98087, 1, 0, 0, 0
veg_palm02.mesh, 180, 0, -1256.69, -492.227, 6.98087, 1, 0, 0, 0
veg_palm02.mesh, 180, 0, -1130.81, -431.873, 6.98087, 1, 0, 0, 0
veg_palwee02.mesh, 180, 0, -1146.05, -455.466, 7.21776, 1, 0, 0, 0
veg_palwee02.mesh, 180, 0, -1110.21, -481.98, 7.21776, 1, 0, 0, 0
telgrphpole02.mesh, 100, 0, -1174.84, -508.117, 9.83644, -0.0609649, 0.0348344, -0.00319495, -0.997527
telgrphpole02.mesh, 100, 0, -1150.8, -504.424, 9.83644, -0.0609649, 0.0348344, -0.00319495, -0.997527
telgrphpole02.mesh, 100, 0, -1129.65, -501.534, 9.83644, -0.0609649, 0.0348344, -0.00319495, -0.997527
telgrphpole02.mesh, 100, 0, -1100.31, -497.742, 9.83644, -0.0609649, 0.0348344, -0.00319495, -0.997527
fuckedcars03.mesh, 50, 0, -1185.65, -452.929, 10.7766, 1, 0, 0, 0
fuckedcars01.mesh, 50, 0, -1124.16, -372.908, 11.15, 1, 0, 0, 0
fuckedcars04.mesh, 50, 0, -1184.01, -471.694, 9.83072, 1, 0, 0, 0
fuckedcars02.mesh, 50, 0, -1193.74, -388.615, 10.7766, 1, 0, 0, 0
car_fucko03.mesh, 50, 0, -1195.68, -366.157, 10.7766, 1, 0, 0, 0
havanahouse09.mesh, 70, 0, -1223.87, -458.498, 9.69931, 1, 0, 0, 0
lithavabit09.mesh, 70, 0, -1231.7, -435.214, 13.7487, 1, 0, 0, 0
lithavabit10.mesh, 70, 0, -1224.84, -477.301, 13.7487, 1, 0, 0, 0
lithavabit11.mesh, 70, 0, -1232.9, -414.839, 13.7487, 1, 0, 0, 0
havbit02.mesh, 149.5, 0, -1212.42, -451.499, 11.1503, 1, 0, 0, 0
veg_palm04.mesh, 220, 0, -1240.53, -407.802, 7.66091, 1, 0, 0, 0
veg_palm04.mesh, 220, 0, -1214.18, -490.855, 7.66091, 1, 0, 0, 0
veg_palwee02.mesh, 180, 0, -1208.88, -464.513, 8.8667, 1, 0, 0, 0
veg_palwee02.mesh, 180, 0, -1215.96, -500.188, 8.8667, 1, 0, 0, 0
veg_palwee02.mesh, 180, 0, -1226.78, -427.153, 8.8667, 1, 0, 0, 0
veg_palwee02.mesh, 180, 0, -1216.63, -403.526, 8.8667, 1, 0, 0, 0
veg_palwee02.mesh, 180, 0, -1240.92, -394.571, 8.8667, 1, 0, 0, 0
veg_palwee02.mesh, 180, 0, -1240.76, -384.424, 8.8667, 1, 0, 0, 0
veg_palwee02.mesh, 180, 0, -1220.23, -382.068, 8.8667, 1, 0, 0, 0
lamppost1.mesh, 59, 0, -1191.64, -494.414, 13.4929, 0.00436338, 0, 0, -0.99999
lamppost1.mesh, 59, 0, -1198.53, -469.632, 13.4929, 0.00436338, 0, 0, -0.99999
lamppost1.mesh, 59, 0, -1204.89, -442.669, 13.4929, 0.00436338, 0, 0, -0.99999
lamppost1.mesh, 59, 0, -1208, -415.123, 13.4929, 0.00436338, 0, 0, -0.99999
lamppost1.mesh, 59, 0, -1211.6, -378.797, 13.4929, 0.00436338, 0, 0, -0.99999
lamppost1.mesh, 59, 0, -1192.9, -455.935, 13.4929, 0.999914, 0, 0, -0.0130895
lamppost1.mesh, 59, 0, -1185.05, -485.387, 13.2984, 0.999914, 0, 0, -0.0130895
lamppost1.mesh, 59, 0, -1196.93, -430.016, 13.4929, 0.999914, 0, 0, -0.0130895
lamppost1.mesh, 59, 0, -1200.7, -397.874, 13.4929, 0.999914, 0, 0, -0.0130895
havbit03.mesh, 100, 0, -1163.68, -557.714, 16.0181, 1, 0, 0, 0
veg_palwee02.mesh, 180, 0, -1106.08, -623.343, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1087.5, -619.434, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1085.35, -715.83, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1052.18, -709.363, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1185.22, -722.291, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1214.7, -701.055, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1226.59, -655.32, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1226.56, -647.944, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1151.87, -725.465, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1155.85, -733.052, 9.00385, 0.919637, 0, 0, 0.392769
veg_palwee02.mesh, 180, 0, -1147, -723.666, 9.00385, 0.919637, 0, 0, 0.392769
lamppost1.mesh, 59, 0, -998.82, -674.091, 13.4929, 0.71325, 0, 0, 0.700909
telgrphpole02.mesh, 100, 0, -1016.69, -677.182, 9.83644, 0.999924, -7.60681e-05, 0.0087262, -0.0087262
lamppost1.mesh, 59, 0, -1022.9, -676.652, 13.4929, 0.71325, 0, 0, 0.700909
lamppost1.mesh, 59, 0, -1047.41, -680.17, 13.4929, 0.71325, 0, 0, 0.700909
telgrphpole02.mesh, 100, 0, -1037.83, -679.818, 9.83644, 0.725347, 0.00600701, 0.00632995, 0.688328
lamppost1.mesh, 59, 0, -1072.22, -683.828, 13.4929, 0.71325, 0, 0, 0.700909
telgrphpole02.mesh, 100, 0, -1065.31, -683.777, 9.83644, 0.725347, 0.00600701, 0.00632995, 0.688328
telgrphpole02.mesh, 100, 0, -1103.41, -689.505, 9.83644, 0.724691, 0.0308945, 0.0307865, 0.687692
lamppost1.mesh, 59, 0, -1109.06, -689.778, 13.4929, 0.71325, 0, 0, 0.700909
lamppost1.mesh, 59, 0, -1148.54, -693.108, 13.4929, 0.71325, 0, 0, 0.700909
lamppost1.mesh, 59, 0, -1125.51, -682.318, 13.4929, 0.722364, 0, 0, -0.691513
lamppost1.mesh, 59, 0, -1089.21, -676.531, 13.4929, 0.672367, 0, 0, -0.740218
lamppost1.mesh, 59, 0, -1059.09, -672.54, 13.4929, 0.672367, 0, 0, -0.740218
lamppost1.mesh, 59, 0, -1037.24, -669.087, 13.4929, 0.672367, 0, 0, -0.740218
lamppost1.mesh, 59, 0, -1011.21, -665.207, 13.4929, 0.672367, 0, 0, -0.740218
veg_palm04.mesh, 220, 0, -1065.41, -715.376, 9.52393, 0.880872, 0, 0, -0.473354
veg_palm04.mesh, 220, 0, -1205.25, -686.755, 9.52393, 0.880872, 0, 0, -0.473354
